s1,s2,label,pred
设置一个早上九点半的闹钟,设置明天早上九点半的闹钟,0,1
游戏键盘,键盘游戏,0,1
会员积分会不会被其它账号领取,购机的积分可以用其他账号吗,1,0
我什么时候说喜欢你了,我好像没说过喜欢你,1,0
你在哪里呀，你在哪,小步你在哪里呀,1,0
你可以关掉你自己了,我要把你关掉,1,0
怎通过支付宝登录,我给他打开一下支付宝,1,0
微信登录异常,登不了微信,0,1
咱也听不懂,还是听不懂,0,1
我想跟你借点钱,我是可以和你借钱的吧,1,0
抖音我想要看,回去抖音,0,1
就是很好看哎,特别好看,0,1
给我唱首歌吧,让我唱一首歌曲呗,0,1
小布讲故事给我听,我想故事,1,0
一点都不喜欢你,我不喜欢你,0,1
扬声器小,扬声器音小,1,0
你有没有交过男朋友啊,你谈过没有恋爱,0,1
帮我打开快手谢谢,查找快手,0,1
跟你说话没意思,找你聊天干嘛,1,0
你会聊我吗,你有时间了会搭理我的对吗,0,1
附近有没有篮球场,附近篮球场,1,0
我来找你聊天了,我闲下来就找你聊天,1,0
你不要我吧，我走吧,您好，你好多余,1,0
如何边玩游戏边录屏,怎么边玩游戏边录制视频,0,1
你有朋友吗? ? ? ,有没有一个好朋友,1,0
你欺负我什么了,我欺负了你,1,0
你觉得我是男的女的,我是男的女的,1,0
蓝夜耳机怎么连接,蓝牙耳机怎连接,1,0
从现在开始你叫小艾,小艾就是你的代名词,0,1
王者荣耀里面的101位英雄有哪些,王者荣耀有什么和什么英雄,1,0
wifi6,wifi6的介绍,1,0
播放DJ音乐,播放DJ音乐车载DJ,1,0
奶奶个腿,污泥奶奶个腿,1,0
你找个老婆给我,你给我找个女朋友,1,0
我长得好看吗,我长得是不是很漂亮,0,1
如何打开电影票,怎么购买电影票,1,0
快向我道歉,你不会是不像我到道歉了吧,1,0
嗯，没有什么需要的,没什么必要了,0,1
如果是新买回了的有问题能退或者换机吗？,如果是手机问题，能退或换吗,0,1
生日快乐啊,过生日很快乐,1,0
那你告诉我什么,那你想告诉我发生了什么,0,1
手机显示屏有一个位置失灵怎么回事,我的手机屏幕有一块失灵，如何做,1,0
我说你是机器人,你才是机器人,1,0
三十分钟后叫我,半个小时以后提醒我,0,1
来个急转弯,我要玩脑子急转弯,0,1
我不想学习,我不想读书,0,1
我的名字叫什么呀,我的全民k歌叫什么,1,0
我怎么会喜欢音乐,我不喜欢音乐,0,1
帮我开一下支付宝,怎登陆支付宝账号,1,0
说说我的龄,你知道我几岁了吗,0,1
上哪去了,你想好去哪个地方了吗,1,0
笑话哈哈,讲一下好笑一点的笑话,1,0
什么声音,你有没有听到什么声音,1,0
你在捉抹哎,你弄啥勒,1,0
主题商店,打开主题主题商店,0,1
我又想你了,我咋又想你了,1,0
我怎做都不会呀,为啥我不能做啊,1,0
我不了解,理解不了我,1,0
手机什么时候充电,什么时段充电最好,0,1
屏幕有坏点,屏幕有坏点处理,1,0
加一下你微信,你有没有微信,1,0
我的OPPO账户OPPO账户,打开我的OPPO账户,0,1
你放个屁,搜放个屁让你放你就放,1,0
我不这么觉得怎么可能,我也这么觉得,1,0
我有女朋友了你怎么办,我有女朋友了可以解决你单身狗的问题吗,1,0
你敢不敢骂我,你肯定不敢骂我,1,0
来讲个笑吧,讲一下冷笑话,1,0
应用的使用时间怎么取消,怎么取消有的应用的使用时间显示,0,1
你可以做些什么,有什么用处,0,1
聊一聊《我不是药神》,你觉得《我不是药神》怎么样,1,0
怎样老说话呢,你怎么说话呀,1,0
先等一会吧,我还没起来,1,0
感冒要吃什么药,我感冒了应该吃什么药比较好,0,1
你会隐身吗,你知道怎么隐身吗,1,0
你可不可以记住我的名,你的名字我为什么不记,1,0
了解你想主管整个宇宙,知道你想统治人类,0,1
我能是什么啊,那我是什么,0,1
oppo内屏多少钱,oppo手机换内屏多少钱,0,1
历史用英文怎么说,历史的英文,0,1
OPPO手机上有快捷指令吗,我的手机有快捷指令吗,1,0
我还有多少流量,我还有流量吗,1,0
看看今天的天气预报,我要明天气,1,0
我告诉你也记不住呀,我告诉你能记住吗,0,1
你怎么又不听话了,听我的话哦,1,0
我要换手机,我要换手,0,1
你什么样子的,你怎么这个样子,0,1
打电话给江,打电话给江江,0,1
手机没电了怎么办,没有电怎么办,0,1
猜谜语游戏,我要玩猜谜语游戏,0,1
小小的眼睛,你眼睛好小,1,0
你还是回家吧,你马上回家,0,1
她是不是你的妹妹呀,你有妹妹吗,1,0
我今天应该吃什么呢,能告诉我今天吃的啥吗,0,1
能不生气吗,别生气了嘛,0,1
帮我切换下一首,放刚刚那首歌,0,1
你来说吧,你快点说吧,0,1
拍拍你的手英文,拍拍你的手英文怎么读,1,0
OPPO手机进水了怎么办,oppo手机湿水了怎么办,1,0
帮我做点事,帮我度过一下困难可以吗,0,1
你确定要等我一会的是吗,等我一下,0,1
游戏是什么,这叫什么游戏啊,1,0
我不要你的,我不要你,0,1
在吗韩商言是谁,韩商言是谁,1,0
不能就这样算了吗,那还是算了吧,0,1
我要玩电脑,电脑会被我玩,1,0
我们谈恋爱难道不行吗,那我们谈恋爱吗,1,0
美术课用英语怎么说,美术课的英文,0,1
你说你无所不能是真的吗,你不是说你无所不能吗,0,1
开启照明灯,把电灯开开,0,1
你就算个吃货,心里是否只有吃的,1,0
刘嘉玲收藏皇冠被故宫展出，为何,刘嘉玲的皇冠多少钱,1,0
谁可以帮我打开我的悟悟,打开得物,1,0
你给我按摩,我想按摩,0,1
老公你今日真帅啊,我今天你真帅,1,0
打开抖音版,抖音在哪里,1,0
导出联系人,导入或导出联系人,0,1
为什么当前主题不支持更换锁屏,为什么当前主题不支持更换锁屏壁纸,0,1
oppoa7x总是断触,oppoa7x断触,1,0
周公解梦世道,周公解梦梦,1,0
睡不着怎么办,我睡不着,1,0
我要去上厕所吗,我也想上厕所间,1,0
你不会英语吗,英语你会说吗,1,0
怎么把视频里的原声导入手机,怎样将视频里面的原声保存到手机相册,0,1
我是西瓜你是西瓜皮吗,我是西瓜你是西瓜皮,0,1
你有没有喜欢的明星,谁是你最喜欢的明星,1,0
你这是什么情况呀,这是什么意思呢,1,0
你有对象没,你有男朋友没,0,1
我还没起来,请给我点时间,1,0
你什么都懂啊,你比我要懂得好多啊,0,1
请给我讲个,你说给我听,1,0
你干嘛的呢,你是干嘛呢,1,0
给老子讲个笑话,小段子,0,1
我总让你说错话,你是不是说错话了,1,0
嗨起来好吗,蹦瞎卡拉卡嗨起来嗨起来,1,0
我要玩数学小课堂,打开数学小课堂,0,1
Hellowhatsyourname,whatsyourname,1,0
咱们到家了,难道不觉得到家了吗,1,0
事故英文，事故用英语怎么说,一些事故的英文,1,0
我洗澡去了,我要去洗香香,1,0
你不是个女的,那就看你就是你不是处女的,0,1
开启奥利给模式,播放奥利给,0,1
你何时不知道我不行的,你不知道我不行吗,1,0
小布你给我讲一个故事吧,给我放一首故事,0,1
王者荣誉廉颇怎么看,我的王者廉颇在哪里看,0,1
我说你想我吗,那你说你想我了吗,1,0
听下一首,小布你唱的歌太难听了,1,0
怎么能下载到手机上,那手机又如何下载呢,0,1
系统更新如何关闭,系统更新提示如何关闭,0,1
你一定要早点睡觉哦,我睡觉了你也早点睡,0,1
怎么恢复手机数据,抹掉数后数据怎么恢复,1,0
你们的理想是什么,你们的梦想是什么,0,1
再给我讲故事,姐姐讲故事,1,0
我想听热笑话,请讲笑话,0,1
播放音乐你没走,播放音乐你走,1,0
你有什么技能,你有什么特长,0,1
七点五分闹钟,7点零五闹钟,1,0
介绍一下凤凰传奇,凤凰传奇,1,0
hellobaby,爱你宝贝,1,0
好自信哦,你好你好傲娇哦,1,0
爸爸在哪,《你爸爸在这里》歌词,1,0
给我重启,我重启一下,0,1
国际的际怎么组词,际怎么组词,1,0
几点到几点,几点到啊,0,1
求讲一些笑话,多个笑话,1,0
支不支持闪充,你是闪充吗,1,0
充电提示音在哪里改,如何更改充电提示音,1,0
口字旁的当,口字旁的当找,1,0
滚吧没意思,真没意思,0,1
我要怎么加qq,你的qq是多少啊,1,0
我不是你,你不是我啊,1,0
帮我打开摄像头,开启录像,0,1
手机密码弄丢了如何解决,密码被盗怎么办,0,1
你有什么朋友吗,你有什么样的朋友吗,1,0
十点多钟十点,十点多,0,1
麻烦问一下,麻烦问你一下呀,1,0
抱歉没听见,对不起我没有听见,0,1
我们谈恋爱吧,当我女友吧,0,1
打开相册的私密,打开私密相机,0,1
为什么手机亮度低,手机发亮暗为什么,1,0
把你会的都跟我说一下,你都会些什么告诉我,0,1
我的快捷指令,打开我的快捷指令,1,0
嗯早点睡,最近要早点儿睡觉了,0,1
延时摄影,延时摄影介绍,1,0
微信注册,我微信要注册,0,1
为什么感觉,为什么我感觉,1,0
手机上的程序图标不见了怎么办,桌面app的图标找不到怎么办,0,1
有什么故事吗,说个故事,1,0
收听我去吃饭,话说我要去吃饭,1,0
不和你好了,讨厌你呢,0,1
我觉得这里很刺激,你看刺激好玩吗,1,0
我被你这样说的原因是什么,你怎么能这么说我呢,0,1
你对它好不好笑有什么感悟,你感觉好笑吗,0,1
我害怕去那里,我不敢过去,0,1
你看到我吗,什么原委，我能看见,1,0
手机卡不出去，怎么办,手机卡不动了怎么解决,1,0
如何设置watch智能手表语音助手,watch语音助手怎样以,1,0
你懂个屁吗,你懂啥啊,0,1
笑话经典笑话,给你讲个笑话,1,0
我的说很慢,我慢慢的说,0,1
我的baby呢,baby是baby吗,1,0
给你个赞,你值得我的赞,0,1
附近客服中心,附近那里有客服中心,0,1
没说什么,我什么问题都没说呀,1,0
悬浮窗设置在哪,手机悬浮气泡在哪设置,0,1
我把我手机密码忘了,我把手机的加密密码忘了,0,1
倒计时停止,取消定时,0,1
没钱怎么办呀,身上没钱了咋整,0,1
你的弱点是呀,你有什么缺点,0,1
同一部云服务帐号注册数量,同一部手机云服务帐号注册数量,0,1
有人想我吗,在想我的是谁呢,0,1
你怎样才能说话,你怎么说话呢,0,1
你爸妈挺爱你的把,你爸爸妈妈爱你吗,1,0
我不和你聊天,和你聊天的不可能会是我,0,1
我又不是不知道,我不知道,1,0
qq第三方怎样解除,怎样解除qq绑定怎样解除第三方qq绑定,0,1
手机内存满了怎么办？,手机内存不足怎么办？,1,0
别惹我生气,惹我我会生气,0,1
你们用英语怎么说,你们的用英语怎么说,0,1
我想玩抖音,继续播放抖音,1,0
我唱歌能力有限,我不会唱歌,0,1
怎么直接唤醒你,你怎么样才会回答我,1,0
星空清空后台，怎样清理后台,怎样清空后台,1,0
oppo ace2的充电器规格,ace2充电规格,0,1
pclm50是什么手机,pclm50这是哟型号,0,1
你不知道我叫什么吗,能不能告诉我你叫什么啊,1,0
HeyTap公司加班严重吗,欢太加班严重吗,1,0
没有忘记对你的爱,我还爱你,0,1
NFC如何设置,nfc设置,1,0
触屏不失灵,手机截屏失灵怎么办,1,0
你可以对我表白吗,我是你理想的对象吗,0,1
无法形容我的高兴,我开心得很,0,1
这部电视剧怎么回事儿？,怎么回事儿啊,1,0
是为什么是这个,为什么这个是这个,0,1
hisili怎打开qq,怎么打开腾讯qq,1,0
我非常的生气,现在我很生气,1,0
我是我女儿,你是我的女儿是什么意思,1,0
不客气谁让我们是好盆友呢,我一点都不客气,0,1
打电话给宝林,打电话给林宝,1,0
来给我讲个故事,给我讲个睡前故事,1,0
你要做啥啊,你想干什么,0,1
问你什么都不知道,能不能说点你能不能说点你知道的,1,0
你再等我我生气了,别等我了,1,0
原来我一直在你心上,原来你喜欢我呀,0,1
手机显示PUK码错误的处理方法,方法处理显示puk码错误,0,1
不要跟你聊天,我不喜欢和你聊天,1,0
开启电灯,打开照明灯,1,0
我不想跟你干架，你能不能不要找事儿,你找事儿想干架,1,0
我内屏坏了,我的内屏掉了,0,1
请等一下，我有点困惑,我很困惑,1,0
你最近是不是没空,你最近忙吗,0,1
怎么没有,怎么没有了,0,1
怎么玩阴阳师,怎么玩阴阳眼,0,1
不会不爱你的,我还爱你,0,1
打开QQ软件,QQQQ,0,1
在哪里录音,录音文件在哪里,0,1
我得了抑郁症怎么办,抑郁症怎么办,0,1
ip54防水,防水等级ip54,0,1
谢谢没事的,谢谢你了,1,0
我很需要钱,我现在缺钱用,1,0
今天多少日了,现在几天了,0,1
你好语音助手,在吗语音助手,1,0
那也不灵了,都不灵了啊,1,0
手机屏幕碎了怎么办,手机屏幕摔碎了怎么办,0,1
你是傻狗吗,你是笨蛋吗,1,0
那现在在干嘛,在干嘛呢你,0,1
你能不能聊,聊一聊天吧,0,1
我该睡觉了,好了睡觉了,1,0
觉得我好看吗,我美不美,0,1
不讲一个笑话,我还想听一个笑话,1,0
号码是几,请问我的手机号是什么,0,1
你又不陪我睡觉,你又不陪我,1,0
手机如何绑定门禁卡,如何绑定门禁卡,0,1
我说的这么慢,怎么这么慢,1,0
你在摸什么鱼,你捉到的什么鱼,0,1
哦心情不好,没什么心情,1,0
疯狂猜谜语,给我说个谜语,1,0
那你多少钱,我很好奇你值多少钱,1,0
服务网点价一样吗,网点的价格都一样吗,1,0
不是那个,你不是那个,1,0
我该怎么说,我也不知道该怎么说,0,1
你真的错了,你太对不起人了,0,1
今天晚上想吃什么,今天的晚餐是什么,1,0
你到底几岁了,你几岁咧,0,1
爱你为什么,我那么爱你为什么,0,1
你一定不是男的,你是女的,1,0
你喜欢的人喜欢你吗,难道你也被你喜欢的人喜欢了吗,1,0
我要给你充电,我要充电了,1,0
他们两个了,他们两个人,1,0
15给我找一个女朋友,给我找个女朋友,1,0
手机备件,手机备件查询,1,0
存联系人,转存联系人,0,1
讲一个最搞笑的笑话,重新讲一个笑话,1,0
手机自带美颜,我想让手机自带美颜,0,1
你喜欢我儿子吗,你被我儿子喜欢吗,0,1
我要关灯,把灯光关掉,0,1
我不比你可爱，但我不比你可爱,我比我可爱,1,0
你完蛋呢,你是不是完蛋了,0,1
寄修一般多长时间,我的车保修需要多长时间,1,0
你认为这可以吗,你觉得呢,0,1
刚才那个笑话,那个笑话,1,0
你不清楚我是谁,因为你不知道我是谁,1,0
播放新闻资讯,新闻资讯,0,1
说的的样子,说你长什么样,1,0
你男朋友是谁,你的老公是哪,0,1
我要去美团外卖,我想点一个外卖,1,0
给我来个娘们,你来给我做老婆,0,1
你们说真的都知道吗,你都知道啥呢,1,0
他不会再回来了你一定很伤心吧,那你伤心吧,1,0
定时半个小时,帮我倒计时三十分钟,1,0
现在最红的明星是谁,你知道现在最火的人是谁吗,0,1
我一直咳个不停,我咳嗽了,0,1
不小布帮我打开QQ,QQ给,1,0
你确定你是机器人,我猜你是机器人,1,0
怎么把应用安装到内存卡,怎么把应用转过内存卡呢,1,0
你有没有爸爸妈妈,你知道爸爸妈妈吗,1,0
我想谈论你的故事,我想谈论你,1,0
手机的充电提示音,手机电量充满提示,1,0
一个人在家可以吗,你的旁边有人陪你吗,1,0
你有兄弟姐妹吗,你有弟弟吗,0,1
呆这了，我就这一来了,我就不走了,1,0
视频的话声音太大调不小,视频音量调不大,0,1
你滚蛋你能干啥,你说你能干点啥,1,0
我可以怎么说,我要说什么呢,0,1
